query,positive_passage
What does this passage describe?,"Functions and Operators Function Description Returns the set of in-progress transaction IDs contained in a snapshot. pg_snapshot_xmax ( pg_snapshot ) → xid8 Returns the xmax of a snapshot. pg_snapshot_xmin ( pg_snapshot ) → xid8 Returns the xmin of a snapshot. pg_visible_in_snapshot ( xid8, pg_snapshot ) → boolean Is the given transaction ID visible according to this snapshot (that is, was it completed before the snapshot was taken)? Note that this function will not give the correct answer for a subtransaction ID (subxid); see Section 74.3 for details. pg_get_multixact_members ( multixid xid ) → setof record ( xid xid, mode text ) Returns the transaction ID and lock mode for each member of the specified multixact ID. The lock modes forupd, fornokeyupd , sh, and keysh correspond to the row-level locks FOR UPDATE , FOR NO KEY UPDATE , FOR SHARE , and FOR KEY SHARE , respectively, as described in Section 13.3.2 . Two additional modes are specific to multi- xacts: nokeyupd , used by updates that do not modify key columns, and upd, used by updates or deletes that modify key columns. The internal transaction ID type xid is 32 bits wide and wraps around every 4 billion transactions. However, the functions shown in Table 9.80 , except age, mxid_age , and pg_get_multixac- t_members , use a 64-bit type xid8 that does not wrap around during the life of an installation and can be converted to xid by casting if required; see Section 74.1 for details. The data type"
What does this passage describe?,"atop the functions, and if needed, operator classes can be created to support indexing of the data type. These additional layers are discussed in following sections. If the internal representation of the data type is variable-length, the internal representation must follow the standard layout for variable-length data: the first four bytes must be a char[4] field which is never accessed directly (customarily named vl_len_ ). You must use the SET_VARSIZE() macro to store the total size of the datum (including the length field itself) in this field and VARSIZE() to retrieve it. (These macros exist because the length field may be encoded depending on platform.) For further details see the description of the CREATE TYPE command. 1227"
What does this passage describe?,"Functions and Operators Function Description Example(s) Inverse cosine, result in radians acos(1) → 0 acosd ( double precision ) → double precision Inverse cosine, result in degrees acosd(0.5) → 60 asin ( double precision ) → double precision Inverse sine, result in radians asin(1) → 1.5707963267948966 asind ( double precision ) → double precision Inverse sine, result in degrees asind(0.5) → 30 atan ( double precision ) → double precision Inverse tangent, result in radians atan(1) → 0.7853981633974483 atand ( double precision ) → double precision Inverse tangent, result in degrees atand(1) → 45 atan2 ( y double precision , x double precision ) → double precision Inverse tangent of y/x, result in radians atan2(1, 0) → 1.5707963267948966 atan2d ( y double precision , x double precision ) → double precision Inverse tangent of y/x, result in degrees atan2d(1, 0) → 90 cos ( double precision ) → double precision Cosine, argument in radians cos(0) → 1 cosd ( double precision ) → double precision Cosine, argument in degrees cosd(60) → 0.5 cot ( double precision ) → double precision Cotangent, argument in radians cot(0.5) → 1.830487721712452 cotd ( double precision ) → double precision Cotangent, argument in degrees cotd(45) → 1 sin ( double precision ) → double precision Sine, argument in radians sin(1) → 0.8414709848078965 sind ( double precision ) → double precision Sine, argument in degrees 229"
What does this passage describe?,"INSERT OVERRIDING USER VALUE . (For an identity column defined as GENERATED BY DEFAULT , OVERRIDING SYSTEM VALUE is the normal behavior and specifying it does nothing, but PostgreSQL allows it as an extension.) OVERRIDING USER VALUE If this clause is specified, then any values supplied for identity columns are ignored and the default sequence-generated values are applied. This clause is useful for example when copying values between tables. Writing INSERT INTO tbl2 OVERRIDING USER VALUE SELECT * FROM tbl1 will copy from tbl1 all columns that are not identity columns in tbl2 while values for the identity columns in tbl2 will be generated by the sequences associated with tbl2. DEFAULT VALUES All columns will be filled with their default values, as if DEFAULT were explicitly specified for each column. (An OVERRIDING clause is not permitted in this form.) expression An expression or value to assign to the corresponding column. DEFAULT The corresponding column will be filled with its default value. An identity column will be filled with a new value generated by the associated sequence. For a generated column, specifying this is permitted but merely specifies the normal behavior of computing the column from its generation expression. query A query ( SELECT statement) that supplies the rows to be inserted. Refer to the SELECT statement for a description of the syntax. output_expression An expression to be computed and returned by the INSERT command after each row is inserted or updated. The expression can use any column names of the"
What does this passage describe?,"report; the execution counts will ac- cumulate. If you want to reset the execution counts between test runs, run: make coverage-clean You can run the make coverage-html or make coverage command in a subdirectory if you want a coverage report for only a portion of the code tree. Use make distclean to clean up when done. 33.5.2. Coverage with Meson A typical workflow looks like this: meson setup -Db_coverage=true ... OTHER OPTIONS ... builddir/ meson compile -C builddir/ meson test -C builddir/ cd builddir/ ninja coverage-html Then point your HTML browser to ./meson-logs/coveragereport/index.html . You can run several different tests before making the coverage report; the execution counts will ac- cumulate. 898"
What does this passage describe?,"information, see Section 30.6 . WAL record A low-level description of an individual data change. It contains sufficient information for the data change to be re-executed ( re- played) in case a system failure causes the change to be lost. WAL records use a non-printable binary format. For more information, see Section 30.6 . 2952"
What does this passage describe?,"methods can be selected with the -m option. “Smart” mode disallows new connections, then waits for all existing clients to disconnect. If the server is in hot standby, recovery and streaming repli- 2201"
What does this passage describe?,"psql testdb=> \setenv PAGER less testdb=> \setenv LESS -imx4F \sf[+] function_description This command fetches and shows the definition of the named function or procedure, in the form of a CREATE OR REPLACE FUNCTION or CREATE OR REPLACE PROCEDURE command. The definition is printed to the current query output channel, as set by \o. The target function can be specified by name alone, or by name and arguments, for example foo(integer, text) . The argument types must be given if there is more than one function of the same name. If + is appended to the command name, then the output lines are numbered, with the first line of the function body being line 1. Unlike most other meta-commands, the entire remainder of the line is always taken to be the argument(s) of \sf, and neither variable interpolation nor backquote expansion are performed in the arguments. \sv[+] view_name This command fetches and shows the definition of the named view, in the form of a CREATE OR REPLACE VIEW command. The definition is printed to the current query output channel, as set by \o. If + is appended to the command name, then the output lines are numbered from 1. Unlike most other meta-commands, the entire remainder of the line is always taken to be the argument(s) of \sv, and neither variable interpolation nor backquote expansion are performed in the arguments. \t Toggles the display of output column name headings and row count footer. This command is equivalent to \pset tuples_only and"
What does this passage describe?,Server Programming 50. Replication Progress Tracking ...............................................................................1508 51. Archive Modules ................................................................................................1509 51.1. Initialization Functions ..............................................................................1509 51.2. Archive Module Callbacks .........................................................................1509 51.2.1. Startup Callback ............................................................................1509 51.2.2. Check Callback .............................................................................1510 51.2.3. Archive Callback ...........................................................................1510 51.2.4. Shutdown Callback ........................................................................1510 1171
What does this passage describe?,"appear in that stan- dard, but have slightly different though related meanings. Some of the concurrency behavior of this command is left implementation-defined by the standard, so the above notes should be considered and compared with other implementations if necessary. See Also DELETE 2011"
What does this passage describe?,"Server Setup and Operation -keyout server.key -subj ""/CN= dbhost.yourdomain.com "" Then do: chmod og-rwx server.key because the server will reject the file if its permissions are more liberal than this. For more details on how to create your server private key and certificate, refer to the OpenSSL documentation. While a self-signed certificate can be used for testing, a certificate signed by a certificate authority (CA) (usually an enterprise-wide root CA) should be used in production. To create a server certificate whose identity can be validated by clients, first create a certificate signing request (CSR) and a public/private key file: openssl req -new -nodes -text -out root.csr \ -keyout root.key -subj ""/CN= root.yourdomain.com "" chmod og-rwx root.key Then, sign the request with the key to create a root certificate authority (using the default OpenSSL configuration file location on Linux): openssl x509 -req -in root.csr -text -days 3650 \ -extfile /etc/ssl/openssl.cnf -extensions v3_ca \ -signkey root.key -out root.crt Finally, create a server certificate signed by the new root certificate authority: openssl req -new -nodes -text -out server.csr \ -keyout server.key -subj ""/CN= dbhost.yourdomain.com "" chmod og-rwx server.key openssl x509 -req -in server.csr -text -days 365 \ -CA root.crt -CAkey root.key -CAcreateserial \ -out server.crt server.crt and server.key should be stored on the server, and root.crt should be stored on the client so the client can verify that the server's leaf certificate was signed by its trusted root certificate. root.key should be stored offline for use in creating future certificates. It is also"
What does this passage describe?,"Generic WAL Records •Since you are modifying copies of buffer pages, GenericXLogStart() does not start a crit- ical section. Thus, you can safely do memory allocation, error throwing, etc. between Gener- icXLogStart() and GenericXLogFinish() . The only actual critical section is present inside GenericXLogFinish() . There is no need to worry about calling GenericXLo- gAbort() during an error exit, either. •GenericXLogFinish() takes care of marking buffers dirty and setting their LSNs. You do not need to do this explicitly. •For unlogged relations, everything works the same except that no actual WAL record is emitted. Thus, you typically do not need to do any explicit checks for unlogged relations. •The generic WAL redo function will acquire exclusive locks to buffers in the same order as they were registered. After redoing all changes, the locks will be released in the same order. •If GENERIC_XLOG_FULL_IMAGE is not specified for a registered buffer, the generic WAL record contains a delta between the old and the new page images. This delta is based on byte-by-byte comparison. This is not very compact for the case of moving data within a page, and might be improved in the future. 2460"
What does this passage describe?,"Data Types SELECT ARRAY[1,2] || ARRAY[3,4]; ?column? ----------- {1,2,3,4} (1 row) SELECT ARRAY[5,6] || ARRAY[[1,2],[3,4]]; ?column? --------------------- {{5,6},{1,2},{3,4}} (1 row) The concatenation operator allows a single element to be pushed onto the beginning or end of a one- dimensional array. It also accepts two N-dimensional arrays, or an N-dimensional and an N+1-dimen- sional array. When a single element is pushed onto either the beginning or end of a one-dimensional array, the result is an array with the same lower bound subscript as the array operand. For example: SELECT array_dims(1 || '[0:1]={2,3}'::int[]); array_dims ------------ [0:2] (1 row) SELECT array_dims(ARRAY[1,2] || 3); array_dims ------------ [1:3] (1 row) When two arrays with an equal number of dimensions are concatenated, the result retains the lower bound subscript of the left-hand operand's outer dimension. The result is an array comprising every element of the left-hand operand followed by every element of the right-hand operand. For example: SELECT array_dims(ARRAY[1,2] || ARRAY[3,4,5]); array_dims ------------ [1:5] (1 row) SELECT array_dims(ARRAY[[1,2],[3,4]] || ARRAY[[5,6],[7,8],[9,0]]); array_dims ------------ [1:5][1:2] (1 row) When an N-dimensional array is pushed onto the beginning or end of an N+1-dimensional array, the result is analogous to the element-array case above. Each N-dimensional sub-array is essentially an element of the N+1-dimensional array's outer dimension. For example: SELECT array_dims(ARRAY[1,2] || ARRAY[[3,4],[5,6]]); array_dims ------------ [1:3][1:2] 196"
What does this passage describe?,"to refer to the table by the original name elsewhere in the query. Thus, this is not valid: SELECT * FROM my_table AS m WHERE my_table.a > 5; -- wrong Table aliases are mainly for notational convenience, but it is necessary to use them when joining a table to itself, e.g.: SELECT * FROM people AS mother JOIN people AS child ON mother.id = child.mother_id; Parentheses are used to resolve ambiguities. In the following example, the first statement assigns the alias b to the second instance of my_table , but the second statement assigns the alias to the result of the join: SELECT * FROM my_table AS a CROSS JOIN my_table AS b ... SELECT * FROM (my_table AS a CROSS JOIN my_table) AS b ... Another form of table aliasing gives temporary names to the columns of the table, as well as the table itself: FROM table_reference [AS] alias ( column1 [, column2 [, ...]] ) 119"
What does this passage describe?,"Whether the sequence cycles cache_size int8 Cache size of the sequence last_value int8 The last sequence value written to disk. If caching is used, this value can be greater than the last value handed out from the sequence. The last_value column will read as null if any of the following are true: •The sequence has not been read from yet. 2321"
What does this passage describe?,same map-name can be used repeatedly to specify multiple user-mappings within a single map. 695
What does this passage describe?,"Additional Supplied Modules and Extensions F.6. basic_archive — an example WAL archive module basic_archive is an example of an archive module. This module copies completed WAL segment files to the specified directory. This may not be especially useful, but it can serve as a starting point for developing your own archive module. For more information about archive modules, see Chapter 51 . In order to function, this module must be loaded via archive_library , and archive_mode must be en- abled. F.6.1. Configuration Parameters basic_archive.archive_directory (string) The directory where the server should copy WAL segment files. This directory must already exist. The default is an empty string, which effectively halts WAL archiving, but if archive_mode is enabled, the server will accumulate WAL segment files in the expectation that a value will soon be provided. These parameters must be set in postgresql.conf . Typical usage might be: # postgresql.conf archive_mode = 'on' archive_library = 'basic_archive' basic_archive.archive_directory = '/path/to/archive/directory' F.6.2. Notes Server crashes may leave temporary files with the prefix archtemp in the archive directory. It is recommended to delete such files before restarting the server after a crash. It is safe to remove such files while the server is running as long as they are unrelated to any archiving still in progress, but users should use extra caution when doing so. F.6.3. Author Nathan Bossart 2716"
What does this passage describe?,"Chapter 32. Just-in-Time Compilation (JIT) This chapter explains what just-in-time compilation is, and how it can be configured in PostgreSQL. 32.1. What Is JIT compilation? Just-in-Time (JIT) compilation is the process of turning some form of interpreted program evaluation into a native program, and doing so at run time. For example, instead of using general-purpose code that can evaluate arbitrary SQL expressions to evaluate a particular SQL predicate like WHERE a.col = 3, it is possible to generate a function that is specific to that expression and can be natively executed by the CPU, yielding a speedup. PostgreSQL has builtin support to perform JIT compilation using LLVM1 when PostgreSQL is built with --with-llvm . See src/backend/jit/README for further details. 32.1.1. JIT Accelerated Operations Currently PostgreSQL's JIT implementation has support for accelerating expression evaluation and tuple deforming. Several other operations could be accelerated in the future. Expression evaluation is used to evaluate WHERE clauses, target lists, aggregates and projections. It can be accelerated by generating code specific to each case. Tuple deforming is the process of transforming an on-disk tuple (see Section 73.6.1 ) into its in-memory representation. It can be accelerated by creating a function specific to the table layout and the number of columns to be extracted. 32.1.2. Inlining PostgreSQL is very extensible and allows new data types, functions, operators and other database objects to be defined; see Chapter 38 . In fact the built-in objects are implemented using nearly the same mechanisms. This extensibility implies some overhead, for"
What does this passage describe?,"from the start, end, or both ends ( BOTH is the default) of string. trim(both 'xyz' from 'yxTomxx') → Tom trim ( [ LEADING | TRAILING | BOTH ] [ FROM ] string text [, characters text ] ) → text This is a non-standard syntax for trim(). trim(both from 'yxTomxx', 'xyz') → Tom upper ( text ) → text Converts the string to all upper case, according to the rules of the database's locale. upper('tom') → TOM Additional string manipulation functions and operators are available and are listed in Table 9.10 . (Some of these are used internally to implement the SQL-standard string functions listed in Table 9.9.) There are also pattern-matching operators, which are described in Section 9.7 , and operators for full- text search, which are described in Chapter 12 . Table 9.10. Other String Functions and Operators Function/Operator Description Example(s) text ^@ text → boolean Returns true if the first string starts with the second string (equivalent to the start- s_with() function). 'alphabet' ^@ 'alph' → t 233"
What does this passage describe?,"superusers, since those bypass all permission checks). To create such a role, use CREATE ROLE name CREATE- ROLE. A role with CREATEROLE privilege can alter and drop roles which have been granted to the CREATEROLE user with the ADMIN option. Such a grant occurs automatically when a CRE- ATEROLE user that is not a superuser creates a new role, so that by default, a CREATEROLE user can alter and drop the roles which they have created. Altering a role includes most changes that can be made using ALTER ROLE , including, for example, changing passwords. It also includes modifications to a role that can be made using the COMMENT and SECURITY LABEL commands. However, CREATEROLE does not convey the ability to create SUPERUSER roles, nor does it convey any power over SUPERUSER roles that already exist. Furthermore, CREATEROLE does not convey the power to create REPLICATION users, nor the ability to grant or revoke the RE- PLICATION privilege, nor the ability to modify the role properties of such users. However, it 710"
What does this passage describe?,"is used. If all argument values have the standalone declaration value “yes”, then that value is used in the result. If all argument values have a standalone declaration value and at least one is “no”, then that is used in the result. Else the result will have no standalone declaration. If the result is determined to require a standalone declaration but no version declaration, a version declaration with version 1.0 will be used because XML requires an XML declaration to contain a version declaration. Encoding declarations are ignored and removed in all cases. Example: 308"
What does this passage describe?,"the same methods explained above for commutator pairs. 38.15.3. RESTRICT The RESTRICT clause, if provided, names a restriction selectivity estimation function for the operator. (Note that this is a function name, not an operator name.) RESTRICT clauses only make sense for binary operators that return boolean . The idea behind a restriction selectivity estimator is to guess what fraction of the rows in a table will satisfy a WHERE-clause condition of the form: column OP constant for the current operator and a particular constant value. This assists the optimizer by giving it some idea of how many rows will be eliminated by WHERE clauses that have this form. (What happens if the constant is on the left, you might be wondering? Well, that's one of the things that COMMUTATOR is for...) Writing new restriction selectivity estimation functions is far beyond the scope of this chapter, but fortunately you can usually just use one of the system's standard estimators for many of your own operators. These are the standard restriction estimators: eqsel for = neqsel for <> scalarltsel for < scalarlesel for <= scalargtsel for > scalargesel for >= You can frequently get away with using either eqsel or neqsel for operators that have very high or very low selectivity, even if they aren't really equality or inequality. For example, the approxi- mate-equality geometric operators use eqsel on the assumption that they'll usually only match a small fraction of the entries in a table. You can use scalarltsel , scalarlesel ,"
What does this passage describe?,"Chapter 29. Monitoring Disk Usage This chapter discusses how to monitor the disk usage of a PostgreSQL database system. 29.1. Determining Disk Usage Each table has a primary heap disk file where most of the data is stored. If the table has any columns with potentially-wide values, there also might be a TOAST file associated with the table, which is used to store values too wide to fit comfortably in the main table (see Section 73.2 ). There will be one valid index on the TOAST table, if present. There also might be indexes associated with the base table. Each table and index is stored in a separate disk file — possibly more than one file, if the file would exceed one gigabyte. Naming conventions for these files are described in Section 73.1 . You can monitor disk space in three ways: using the SQL functions listed in Table 9.96 , using the oid2name module, or using manual inspection of the system catalogs. The SQL functions are the easiest to use and are generally recommended. The remainder of this section shows how to do it by inspection of the system catalogs. Using psql on a recently vacuumed or analyzed database, you can issue queries to see the disk usage of any table: SELECT pg_relation_filepath(oid), relpages FROM pg_class WHERE relname = 'customer'; pg_relation_filepath | relpages ----------------------+---------- base/16384/16806 | 60 (1 row) Each page is typically 8 kilobytes. (Remember, relpages is only updated by VACUUM, ANALYZE , and a few DDL commands"
What does this passage describe?,"argmode The mode of an argument: IN or VARIADIC . If omitted, the default is IN. argname The name of an argument. Note that ALTER AGGREGATE does not actually pay any attention to argument names, since only the argument data types are needed to determine the aggregate function's identity. argtype An input data type on which the aggregate function operates. To reference a zero-argument aggre- gate function, write * in place of the list of argument specifications. To reference an ordered-set aggregate function, write ORDER BY between the direct and aggregated argument specifications. new_name The new name of the aggregate function. 1521"
What does this passage describe?,"OID- referencing system data types: regcollation regconfig regdictionary regnamespace regoper regoperator regproc regprocedure (regclass , regrole , and regtype can be upgraded.) If you want to use link mode and you do not want your old cluster to be modified when the new cluster is started, consider using the clone mode. If that is not available, make a copy of the old cluster and upgrade that in link mode. To make a valid copy of the old cluster, use rsync to create a dirty copy of the old cluster while the server is running, then shut down the old server and run rsync --checksum again to update the copy with any changes to make it consistent. ( --checksum is 2227"
What does this passage describe?,"87 NaN (see not a number ) natural join, 117 negation, 218 NetBSD IPC configuration, 584 shared library, 1204 start script, 580 netmask, 300 network, 300 data types, 172 nextval, 342 NFS, 578 nlevel, 2800 non-durable, 524 nonblocking connection, 906, 945 nonrepeatable read, 486 normalize, 232 normalized, 231 normal_rand, 2890 NOT (operator), 218 not a number floating point, 150 numeric (data type), 148 NOT IN, 364, 367 not-null constraint, 65 notation functions, 56 notice processing in libpq, 967 notice processor, 967 notice receiver, 967 NOTIFY, 1939 in libpq, 956 NOTNULL, 221 now, 279 npoints, 295 nth_value, 364 ntile, 363 2972"
What does this passage describe?,"Extending SQL Sometimes it is handy to construct a composite argument value on-the-fly. This can be done with the ROW construct. For example, we could adjust the data being passed to the function: SELECT name, double_salary(ROW(name, salary*1.1, age, cubicle)) AS dream FROM emp; It is also possible to build a function that returns a composite type. This is an example of a function that returns a single emp row: CREATE FUNCTION new_emp() RETURNS emp AS $$ SELECT text 'None' AS name, 1000.0 AS salary, 25 AS age, point '(2,2)' AS cubicle; $$ LANGUAGE SQL; In this example we have specified each of the attributes with a constant value, but any computation could have been substituted for these constants. Note two important things about defining the function: •The select list order in the query must be exactly the same as that in which the columns appear in the composite type. (Naming the columns, as we did above, is irrelevant to the system.) •We must ensure each expression's type can be cast to that of the corresponding column of the composite type. Otherwise we'll get errors like this: ERROR: return type mismatch in function declared to return emp DETAIL: Final statement returns text instead of point at column 4. As with the base-type case, the system will not insert explicit casts automatically, only implicit or assignment casts. A different way to define the same function is: CREATE FUNCTION new_emp() RETURNS emp AS $$ SELECT ROW('None', 1000.0, 25, '(2,2)')::emp; $$ LANGUAGE SQL; Here"
What does this passage describe?,"see join plan nodes with both “Join Filter” and plain “Filter” conditions attached. Join Filter conditions come from the outer join's ON clause, so a row that fails the Join Filter condition could still get emitted as a null-extended row. But a plain Filter condition is applied after the outer-join rules and so acts to remove rows unconditionally. In an inner join there is no semantic difference between these types of filters. If we change the query's selectivity a bit, we might get a very different join plan: EXPLAIN SELECT * FROM tenk1 t1, tenk2 t2 WHERE t1.unique1 < 100 AND t1.unique2 = t2.unique2; QUERY PLAN ------------------------------------------------------------------- ----------------------- Hash Join (cost=230.47..713.98 rows=101 width=488) Hash Cond: (t2.unique2 = t1.unique2) -> Seq Scan on tenk2 t2 (cost=0.00..445.00 rows=10000 width=244) -> Hash (cost=229.20..229.20 rows=101 width=244) -> Bitmap Heap Scan on tenk1 t1 (cost=5.07..229.20 rows=101 width=244) Recheck Cond: (unique1 < 100) -> Bitmap Index Scan on tenk1_unique1 (cost=0.00..5.04 rows=101 width=0) Index Cond: (unique1 < 100) Here, the planner has chosen to use a hash join, in which rows of one table are entered into an in- memory hash table, after which the other table is scanned and the hash table is probed for matches to each row. Again note how the indentation reflects the plan structure: the bitmap scan on tenk1 is the 507"
What does this passage describe?,"Extending SQL VARHDRSZ is the same as sizeof(int32) , but it's considered good style to use the macro VARHDRSZ to refer to the size of the overhead for a variable-length type. Also, the length field must be set using the SET_VARSIZE macro, not by simple assignment. Table 38.2 shows the C types corresponding to many of the built-in SQL data types of PostgreSQL. The “Defined In” column gives the header file that needs to be included to get the type definition. (The actual definition might be in a different file that is included by the listed file. It is recommended that users stick to the defined interface.) Note that you should always include postgres.h first in any source file of server code, because it declares a number of things that you will need anyway, and because including other headers first can cause portability issues. Table 38.2. Equivalent C Types for Built-in SQL Types SQL Type C Type Defined In boolean bool postgres.h (maybe compiler built-in) box BOX* utils/geo_decls.h bytea bytea* postgres.h ""char"" char (compiler built-in) character BpChar* postgres.h cid CommandId postgres.h date DateADT utils/date.h float4 (real) float4 postgres.h float8 (double precision )float8 postgres.h int2 (smallint )int16 postgres.h int4 (integer )int32 postgres.h int8 (bigint) int64 postgres.h interval Interval* datatype/timestamp.h lseg LSEG* utils/geo_decls.h name Name postgres.h numeric Numeric utils/numeric.h oid Oid postgres.h oidvector oidvector* postgres.h path PATH* utils/geo_decls.h point POINT* utils/geo_decls.h regproc RegProcedure postgres.h text text* postgres.h tid ItemPointer storage/itemptr.h time TimeADT utils/date.h time with time zoneTimeTzADT utils/date.h timestamp Timestamp datatype/timestamp.h timestamp"
What does this passage describe?,"used by the function (always the cur- rent database) table_schema sql_identifier Name of the schema that contains the table that is used by the function table_name sql_identifier Name of the table that is used by the function column_name sql_identifier Name of the column that is used by the function 37.41. routine_privileges The view routine_privileges identifies all privileges granted on functions to a currently en- abled role or by a currently enabled role. There is one row for each combination of function, grantor, and grantee. 1144"
What does this passage describe?,"also be better modeled with a higher value for random_page_cost. Correspondingly, if your data is likely to be completely in cache, such as when the database is smaller than the total server memory, or network latency is high, decreasing random_page_cost might be appropriate. Tip Although the system will let you set random_page_cost to less than se- q_page_cost , it is not physically sensible to do so. However, setting them equal makes sense if the database is entirely cached in RAM, since in that case there is no penalty for touching pages out of sequence. Also, in a heavily-cached database you should lower both values relative to the CPU parameters, since the cost of fetching a page already in RAM is much smaller than it would normally be. cpu_tuple_cost (floating point ) Sets the planner's estimate of the cost of processing each row during a query. The default is 0.01. cpu_index_tuple_cost (floating point ) Sets the planner's estimate of the cost of processing each index entry during an index scan. The default is 0.005. cpu_operator_cost (floating point ) Sets the planner's estimate of the cost of processing each operator or function executed during a query. The default is 0.0025. parallel_setup_cost (floating point ) Sets the planner's estimate of the cost of launching parallel worker processes. The default is 1000. parallel_tuple_cost (floating point ) Sets the planner's estimate of the cost of transferring one tuple from a parallel worker process to another process. The default is 0.1. min_parallel_table_scan_size (integer ) Sets the"
What does this passage describe?,"responds with a single byte containing G or N, indicat- ing that it is willing or unwilling to perform GSSAPI encryption, respectively. The frontend might close the connection at this point if it is dissatisfied with the response. To continue after G, using the GSSAPI C bindings as discussed in RFC 27443 or equivalent, perform a GSSAPI initialization by calling gss_init_sec_context() in a loop and sending the result to the server, starting with an empty input and then with each result from the server, until it returns no output. When sending the results of gss_init_sec_context() to the server, prepend the length of the message as a four byte integer in network byte order. To continue after N, send the usual StartupMessage and pro- ceed without encryption. (Alternatively, it is permissible to issue an SSLRequest message after an N response to try to use SSL encryption instead of GSSAPI.) The frontend should also be prepared to handle an ErrorMessage response to GSSENCRequest from the server. The frontend should not display this error message to the user/application, since the server has not been authenticated ( CVE-2024-109774). In this case the connection must be closed, but the frontend might choose to open a fresh connection and proceed without requesting GSSAPI encryption. When GSSAPI encryption can be performed, the server is expected to send only the single G byte and then wait for the frontend to initiate a GSSAPI handshake. If additional bytes are available to read at 1 https://www.postgresql.org/support/security/CVE-2024-10977/ 2 https://www.postgresql.org/support/security/CVE-2021-23222/ 3 https://datatracker.ietf.org/doc/html/rfc2744"
What does this passage describe?,last value set for a transaction commit timestamp. CommitTsBuffer Waiting for I/O on a commit timestamp SLRU buffer. CommitTsSLRU Waiting to access the commit timestamp SLRU cache. ControlFile Waiting to read or update the pg_control file or create a new WAL file. DynamicSharedMemoryControl Waiting to read or update dynamic shared mem- ory allocation information. LockFastPath Waiting to read or update a process' fast-path lock information. LockManager Waiting to read or update information about “heavyweight” locks. LogicalRepLauncherDSA Waiting to access logical replication launcher's dynamic shared memory allocator. 810
What does this passage describe?,"if amcanbackward is false, all subsequent calls will have the same direction as the first one.) Access methods that support ordered scans must support “marking” a position in a scan and later returning to the marked position. The same position might be restored multiple times. However, only one position need be remembered per scan; a new ammarkpos call overrides the previously marked position. An access method that does not support ordered scans need not provide ammarkpos and amrestrpos functions in IndexAmRoutine ; set those pointers to NULL instead. 2452"
What does this passage describe?,"the situation. This is a bit confusing. Examples are psql.po (PO file for psql) or fr.mo (MO file in French). The file format of the PO files is illustrated here: # comment msgid ""original string"" msgstr ""translated string"" msgid ""more original"" msgstr ""another translated"" ""string can be broken up like this"" ... The msgid lines are extracted from the program source. (They need not be, but this is the most common way.) The msgstr lines are initially empty and are filled in with useful strings by the translator. The strings can contain C-style escape characters and can be continued across lines as illustrated. (The next line must start at the beginning of the line.) 2400"
What does this passage describe?,"System Catalogs Column Type Description enumsortorder float4 The sort position of this enum value within its enum type enumlabel name The textual label for this enum value The OIDs for pg_enum rows follow a special rule: even-numbered OIDs are guaranteed to be ordered in the same way as the sort ordering of their enum type. That is, if two even OIDs belong to the same enum type, the smaller OID must have the smaller enumsortorder value. Odd-numbered OID values need bear no relationship to the sort order. This rule allows the enum comparison routines to avoid catalog lookups in many common cases. The routines that create and alter enum types attempt to assign even OIDs to enum values whenever possible. When an enum type is created, its members are assigned sort-order positions 1.. n. But members added later might be given negative or fractional values of enumsortorder . The only requirement on these values is that they be correctly ordered and unique within each enum type. 53.21. pg_event_trigger The catalog pg_event_trigger stores event triggers. See Chapter 40 for more information. Table 53.21. pg_event_trigger Columns Column Type Description oid oid Row identifier evtname name Trigger name (must be unique) evtevent name Identifies the event for which this trigger fires evtowner oid (references pg_authid .oid) Owner of the event trigger evtfoid oid (references pg_proc .oid) The function to be called evtenabled char Controls in which session_replication_role modes the event trigger fires. O = trigger fires in “origin” and “local” modes, D ="
What does this passage describe?,"shown above, we could write: SELECT c FROM inventory_item c; This query produces a single composite-valued column, so we might get output like: c ------------------------ (""fuzzy dice"",42,1.99) (1 row) Note however that simple names are matched to column names before table names, so this example works only because there is no column named c in the query's tables. The ordinary qualified-column-name syntax table_name .column_name can be understood as applying field selection to the composite value of the table's current row. (For efficiency reasons, it's not actually implemented that way.) When we write SELECT c.* FROM inventory_item c; then, according to the SQL standard, we should get the contents of the table expanded into separate columns: name | supplier_id | price ------------+-------------+------- 203"
What does this passage describe?,"pg_verifybackup Options pg_verifybackup accepts the following command-line arguments: -e --exit-on-error Exit as soon as a problem with the backup is detected. If this option is not specified, pg_veri- fybackup will continue checking the backup even after a problem has been detected, and will report all problems detected as errors. -i path --ignore=path Ignore the specified file or directory, which should be expressed as a relative path name, when comparing the list of data files actually present in the backup to those listed in the backup_man- ifest file. If a directory is specified, this option affects the entire subtree rooted at that location. Complaints about extra files, missing files, file size differences, or checksum mismatches will be suppressed if the relative path name matches the specified path name. This option can be specified multiple times. -m path --manifest-path= path Use the manifest file at the specified path, rather than one located in the root of the backup di- rectory. -n --no-parse-wal Don't attempt to parse write-ahead log data that will be needed to recover from this backup. -P --progress Enable progress reporting. Turning this on will deliver a progress report while verifying check- sums. This option cannot be used together with the option --quiet . -q --quiet Don't print anything when a backup is successfully verified. -s --skip-checksums Do not verify data file checksums. The presence or absence of files and the sizes of those files will still be checked. This is much faster, because the files themselves do not need"
